id action timestamp GameID
112 end 1241819144 null
104 end 1241819530 null
56 start 1241820180 Unturned
104 start 1241821080 Apex_Legends
7 end 1241822372 null
104 end 1241822507 null
104 start 1241822520 Grand_Theft_Auto_V
58 start 1241822760 ARK:_Survival_Evolved
114 end 1241822851 null
58 end 1241822856 null
7 start 1241823000 FINAL_FANTASY_XIV_Online
104 end 1241823083 null
13 start 1241823840 Monster_Hunter:_World
13 end 1241823913 null
56 end 1241824211 null
53 end 1241824454 null
9 start 1241824860 Dota_2
9 end 1241824860 null
9 start 1241824920 Rust
39 end 1241824959 null
39 start 1241824980 PLAYERUNKNOWN'S_BATTLEGROUNDS
55 end 1241824992 null
114 start 1241825580 PLAYERUNKNOWN'S_BATTLEGROUNDS
54 start 1241826060 Destiny_2
54 end 1241826060 null
54 start 1241826060 Counter-Strike:_Global_Offensive
54 end 1241826726 null
82 end 1241827108 null
7 end 1241827309 null
9 end 1241827838 null
7 start 1241829420 Counter-Strike:_Global_Offensive
39 end 1241830489 null
105 start 1241833320 Destiny_2
113 start 1241833320 War_Thunder
113 end 1241833330 null
113 start 1241833440 Counter-Strike:_Global_Offensive
113 end 1241833478 null
7 end 1241836147 null
114 end 1241838132 null
105 end 1241838898 null
41 start 1241839080 Counter-Strike:_Global_Offensive
41 end 1241845046 null
13 start 1241854560 Counter-Strike:_Global_Offensive
84 start 1241855220 Black_Desert
116 start 1241855400 PAYDAY_2
90 start 1241856360 Counter-Strike:_Global_Offensive
116 end 1241857360 null
58 start 1241857380 Counter-Strike:_Global_Offensive
116 start 1241857380 Dota_2
56 start 1241860320 PLAYERUNKNOWN'S_BATTLEGROUNDS
84 end 1241860618 null
11 start 1241860620 Counter-Strike:_Global_Offensive
116 end 1241860620 null
116 start 1241860680 Sid_Meier's_Civilization_VI
58 end 1241860806 null
11 end 1241861087 null
11 start 1241861100 PLAYERUNKNOWN'S_BATTLEGROUNDS
11 end 1241861227 null
13 end 1241861751 null
56 end 1241862413 null
55 start 1241862660 Rust
105 start 1241862780 Garry's_Mod
13 start 1241862900 PAYDAY_2
9 start 1241862960 Dota_2
58 start 1241863680 Grand_Theft_Auto_V
58 end 1241864279 null
116 end 1241864688 null
7 start 1241864940 Dead_by_Daylight
104 start 1241866860 Football_Manager_2021
9 end 1241867302 null
55 end 1241868616 null
116 start 1241868900 PLAYERUNKNOWN'S_BATTLEGROUNDS
55 start 1241868900 Team_Fortress_2
116 end 1241868900 null
55 end 1241868911 null
116 start 1241868960 Apex_Legends
58 start 1241869380 Stardew_Valley
58 end 1241869730 null
7 end 1241869768 null
55 start 1241869800 Tom_Clancy's_Rainbow_Six_Siege
55 end 1241869922 null
55 start 1241870340 PLAYERUNKNOWN'S_BATTLEGROUNDS
55 end 1241870354 null
55 start 1241871720 Stardew_Valley
13 end 1241872307 null
13 start 1241872320 Grand_Theft_Auto_V
104 end 1241872528 null
11 start 1241872620 Counter-Strike:_Global_Offensive
11 end 1241872690 null
55 end 1241872705 null
55 start 1241872740 Grand_Theft_Auto_V
84 start 1241872800 Grand_Theft_Auto_V
40 start 1241873160 Monster_Hunter:_World
9 start 1241873220 Tom_Clancy's_Rainbow_Six_Siege
40 end 1241873226 null
90 end 1241873550 null
90 start 1241873580 Left_4_Dead_2
11 start 1241873880 Dota_2
11 end 1241873948 null
55 end 1241874046 null
104 start 1241874240 Rust
58 start 1241875380 Grand_Theft_Auto_V
112 start 1241875680 Dead_by_Daylight
82 start 1241875680 Counter-Strike:_Global_Offensive
84 end 1241875920 null
84 start 1241876040 Rocket_League
7 start 1241876100 Dota_2
9 end 1241876257 null
41 start 1241876580 Dota_2
55 start 1241877060 Destiny_2
58 end 1241877147 null
40 start 1241877240 Rust
40 end 1241877294 null
104 end 1241878102 null
90 end 1241878286 null
39 start 1241878320 PLAYERUNKNOWN'S_BATTLEGROUNDS
39 end 1241878440 null
55 end 1241878451 null
39 start 1241878500 Apex_Legends
55 start 1241878620 Counter-Strike:_Global_Offensive
55 end 1241878642 null
54 start 1241879100 Counter-Strike:_Global_Offensive
54 end 1241879314 null
54 start 1241879400 Apex_Legends
40 start 1241879460 Counter-Strike:_Global_Offensive
54 end 1241879553 null
54 start 1241879580 PLAYERUNKNOWN'S_BATTLEGROUNDS
104 start 1241879700 Dota_2
104 end 1241879700 null
104 start 1241879700 Sid_Meier's_Civilization_VI
84 end 1241880041 null
40 end 1241880477 null
82 end 1241880679 null
112 end 1241880903 null
54 end 1241881312 null
54 start 1241881380 Terraria
39 end 1241881885 null
40 start 1241881920 Destiny_2
82 start 1241882580 Total_War:_WARHAMMER_II
40 end 1241882841 null
40 start 1241882880 Counter-Strike:_Global_Offensive
82 end 1241882935 null
40 end 1241883224 null
40 start 1241883240 Team_Fortress_2
40 end 1241883388 null
40 start 1241883420 Grand_Theft_Auto_V
40 end 1241883658 null
41 end 1241883794 null
54 end 1241883999 null
54 start 1241884020 Counter-Strike:_Global_Offensive
54 end 1241884083 null
9 start 1241884860 Warframe
8 start 1241884860 Dota_2
40 start 1241886060 Dead_by_Daylight
43 start 1241887260 Counter-Strike:_Global_Offensive
58 start 1241887320 War_Thunder
43 end 1241887452 null
84 start 1241887920 Dota_2
39 start 1241887920 Apex_Legends
9 end 1241887941 null
39 end 1241888195 null
39 start 1241888520 Dota_2
39 end 1241888570 null
55 start 1241888580 Football_Manager_2021
116 end 1241888605 null
13 end 1241888615 null
13 start 1241888640 Counter-Strike:_Global_Offensive
13 end 1241888721 null
39 start 1241888760 Dota_2
39 end 1241888787 null
116 start 1241888940 Counter-Strike:_Global_Offensive
43 start 1241890080 Apex_Legends
40 end 1241890083 null
7 end 1241891390 null
7 start 1241891460 Grand_Theft_Auto_V
58 end 1241891570 null
82 start 1241892900 Apex_Legends
8 end 1241893756 null
104 end 1241894310 null
104 start 1241894340 Dota_2
104 end 1241894340 null
104 start 1241894340 PLAYERUNKNOWN'S_BATTLEGROUNDS
104 end 1241894404 null
8 start 1241894460 Black_Desert
8 end 1241894520 null
8 start 1241894580 Monster_Hunter_Stories_2:_Wings_of_Ruin
104 start 1241894640 Counter-Strike:_Global_Offensive
8 end 1241894685 null
8 start 1241894700 Dead_by_Daylight
104 end 1241894700 null
104 start 1241895600 VRChat
104 end 1241895668 null
105 end 1241895768 null
105 start 1241895780 Don't_Starve_Together
105 end 1241895928 null
105 start 1241896020 PLAYERUNKNOWN'S_BATTLEGROUNDS
105 end 1241896027 null
53 start 1241896560 Counter-Strike:_Global_Offensive
53 end 1241896571 null
54 start 1241896620 Rust
104 start 1241896740 Tom_Clancy's_Rainbow_Six_Siege
104 end 1241896771 null
8 end 1241897279 null
116 end 1241897384 null
116 start 1241897400 Apex_Legends
116 end 1241897486 null
7 end 1241897608 null
7 start 1241897700 Counter-Strike:_Global_Offensive
104 start 1241897760 PAYDAY_2
105 start 1241897940 Grand_Theft_Auto_V
104 end 1241897947 null
105 end 1241897978 null
7 end 1241899260 null
58 start 1241900400 Apex_Legends
7 start 1241900700 Dota_2
58 end 1241900960 null
84 end 1241901155 null
58 start 1241901900 Total_War:_WARHAMMER_II
53 start 1241902020 Counter-Strike:_Global_Offensive
53 end 1241902043 null
58 end 1241902629 null
7 end 1241903640 null
7 start 1241903820 Rust
53 start 1241904060 Destiny_2
53 end 1241904083 null
53 start 1241904120 Counter-Strike:_Global_Offensive
53 end 1241904152 null
113 start 1241904720 Warframe
113 end 1241905158 null
9 start 1241905320 Dota_2
112 start 1241905620 Monster_Hunter_Stories_2:_Wings_of_Ruin
112 end 1241905723 null
43 end 1241907309 null
58 start 1241907420 Counter-Strike:_Global_Offensive
9 end 1241907891 null
9 start 1241907900 FINAL_FANTASY_XIV_Online
53 start 1241908080 Apex_Legends
53 end 1241908112 null
55 end 1241908207 null
54 end 1241908260 null
82 end 1241908942 null
82 start 1241909040 Dota_2
42 start 1241909160 Dead_by_Daylight
58 end 1241909651 null
7 end 1241909912 null
53 start 1241911080 Rocket_League
53 end 1241911136 null
9 end 1241911617 null
82 end 1241912102 null
42 end 1241912237 null
8 start 1241913420 PLAYERUNKNOWN'S_BATTLEGROUNDS
8 end 1241913422 null
58 start 1241914320 Dead_by_Daylight
58 end 1241914520 null
7 start 1241915220 Dota_2
8 start 1241915640 War_Thunder
8 end 1241916042 null
7 end 1241919967 null
113 start 1241923560 Grand_Theft_Auto_V
113 end 1241923780 null
113 start 1241923800 Tom_Clancy's_Rainbow_Six_Siege
41 start 1241925240 Dota_2
113 end 1241928217 null
113 start 1241928420 Dota_2
11 start 1241928900 ARK:_Survival_Evolved
11 end 1241928973 null
11 start 1241929020 Grand_Theft_Auto_V
41 end 1241930648 null
11 end 1241932713 null
11 start 1241932860 Dota_2
11 end 1241932889 null
11 start 1241933340 Counter-Strike:_Global_Offensive
11 end 1241933359 null
113 end 1241933781 null
11 start 1241937060 PLAYERUNKNOWN'S_BATTLEGROUNDS
11 end 1241937229 null
11 start 1241937240 Team_Fortress_2
11 end 1241937424 null
113 start 1241940420 Counter-Strike:_Global_Offensive
116 start 1241940840 Dota_2
116 end 1241941002 null
116 start 1241941020 Counter-Strike:_Global_Offensive
113 end 1241941065 null
113 start 1241941080 Team_Fortress_2
116 end 1241942591 null
84 start 1241942640 Counter-Strike:_Global_Offensive
116 start 1241943000 Unturned
58 start 1241943240 Warframe
116 end 1241943299 null
58 end 1241945556 null
116 start 1241945640 Destiny_2
116 end 1241945940 null
116 start 1241945940 Apex_Legends
105 start 1241946120 PLAYERUNKNOWN'S_BATTLEGROUNDS
90 start 1241946300 Tom_Clancy's_Rainbow_Six_Siege
116 end 1241947027 null
84 end 1241948171 null
13 start 1241948280 Dota_2
116 start 1241949000 Destiny_2
116 end 1241949059 null
116 start 1241949120 Counter-Strike:_Global_Offensive
116 end 1241949130 null
116 start 1241949240 War_Thunder
9 start 1241949240 Hearts_of_Iron_IV
116 end 1241949263 null
54 start 1241949360 Monster_Hunter:_World
9 end 1241949409 null
42 start 1241950020 Destiny_2
116 start 1241950500 Dota_2
82 start 1241950560 Stardew_Valley
116 end 1241950583 null
113 end 1241951294 null
58 start 1241951580 FINAL_FANTASY_XIV_Online
82 end 1241951937 null
113 start 1241952060 Counter-Strike:_Global_Offensive
58 end 1241952350 null
13 end 1241952390 null
90 end 1241952567 null
42 end 1241952573 null
11 start 1241952840 Dota_2
11 end 1241952840 null
116 start 1241953080 Team_Fortress_2
30 start 1241953080 ARK:_Survival_Evolved
13 start 1241953260 Counter-Strike:_Global_Offensive
13 end 1241953287 null
8 start 1241953500 Dota_2
116 end 1241953505 null
113 end 1241953689 null
105 end 1241954806 null
55 start 1241954940 Terraria
56 start 1241955120 Counter-Strike:_Global_Offensive
56 end 1241955120 null
56 start 1241955180 Counter-Strike:_Global_Offensive
90 start 1241955960 PLAYERUNKNOWN'S_BATTLEGROUNDS
58 start 1241956500 Apex_Legends
58 end 1241956630 null
54 end 1241957854 null
54 start 1241957880 Warframe
55 end 1241958029 null
58 start 1241958180 Counter-Strike:_Global_Offensive
84 start 1241958360 ARK:_Survival_Evolved
54 end 1241958384 null
8 end 1241958420 null
8 start 1241958420 Apex_Legends
30 end 1241958529 null
105 start 1241959380 Counter-Strike:_Global_Offensive
84 end 1241959732 null
58 end 1241960450 null
9 start 1241960580 Grand_Theft_Auto_V
8 end 1241960866 null
8 start 1241960880 Dead_by_Daylight
9 end 1241960925 null
9 start 1241960940 Unturned
8 end 1241961091 null
9 end 1241961347 null
113 start 1241961840 Counter-Strike:_Global_Offensive
56 end 1241962557 null
56 start 1241962980 Counter-Strike:_Global_Offensive
56 end 1241962980 null
90 end 1241963266 null
7 start 1241963280 Dead_by_Daylight
56 start 1241963340 PLAYERUNKNOWN'S_BATTLEGROUNDS
56 end 1241963600 null
41 start 1241963700 Dota_2
104 start 1241967840 Counter-Strike:_Global_Offensive
104 end 1241968677 null
104 start 1241968680 Counter-Strike:_Global_Offensive
104 end 1241969052 null
104 start 1241969100 Dota_2
82 start 1241970000 ARK:_Survival_Evolved
113 end 1241970557 null
113 start 1241971320 Counter-Strike:_Global_Offensive
56 start 1241972580 Counter-Strike:_Global_Offensive
56 end 1241972667 null
58 start 1241972880 Dead_by_Daylight
8 start 1241972880 VRChat
104 end 1241972906 null
55 start 1241973060 Rust
85 start 1241973060 Dota_2
58 end 1241973070 null
58 start 1241973120 FINAL_FANTASY_XIV_Online
58 end 1241973209 null
53 start 1241973540 Dota_2
53 end 1241973696 null
39 start 1241973720 Rust
42 start 1241973720 PLAYERUNKNOWN'S_BATTLEGROUNDS
53 start 1241973840 PLAYERUNKNOWN'S_BATTLEGROUNDS
53 end 1241973856 null
53 start 1241973900 Dota_2
114 start 1241973900 Tom_Clancy's_Rainbow_Six_Siege
53 end 1241973912 null
53 start 1241974020 Dota_2
13 start 1241974020 Dota_2
53 end 1241974056 null
115 start 1241974920 Apex_Legends
82 end 1241975664 null
8 end 1241975857 null
8 start 1241975880 Counter-Strike:_Global_Offensive
8 end 1241976015 null
8 start 1241976060 Don't_Starve_Together
104 start 1241976060 Tom_Clancy's_Rainbow_Six_Siege
58 start 1241976840 VRChat
90 start 1241976840 Dead_by_Daylight
104 end 1241977255 null
104 start 1241977260 Stardew_Valley
58 end 1241977307 null
58 start 1241977440 Apex_Legends
84 start 1241977980 Unturned
7 end 1241978111 null
7 start 1241978160 Grand_Theft_Auto_V
57 start 1241978280 Apex_Legends
90 end 1241978510 null
57 end 1241979546 null
115 end 1241980242 null
115 start 1241980260 Dota_2
8 end 1241980358 null
13 end 1241980911 null
112 start 1241981520 Team_Fortress_2
105 end 1241982678 null
39 end 1241983166 null
39 start 1241983200 Dota_2
112 end 1241983750 null
105 start 1241984340 Counter-Strike:_Global_Offensive
13 start 1241984460 Dota_2
82 start 1241984700 Dota_2
84 end 1241985247 null
113 end 1241985352 null
113 start 1241985420 Hearts_of_Iron_IV
116 start 1241985780 Tom_Clancy's_Rainbow_Six_Siege
7 end 1241985988 null
7 start 1241986020 Total_War:_WARHAMMER_II
116 end 1241986096 null
57 start 1241986860 Dota_2
116 start 1241987040 Dota_2
116 end 1241987076 null
104 end 1241987272 null
104 start 1241987340 Counter-Strike:_Global_Offensive
13 end 1241987648 null
7 end 1241988008 null
57 end 1241988059 null
43 start 1241988720 Grand_Theft_Auto_V
41 end 1241989162 null
39 end 1241989258 null
41 start 1241989260 Warframe
39 start 1241989320 Grand_Theft_Auto_V
39 end 1241989320 null
39 start 1241989320 Rocket_League
115 end 1241989380 null
41 end 1241989405 null
39 end 1241989440 null
39 start 1241989440 Stardew_Valley
39 end 1241989446 null
39 start 1241989500 Team_Fortress_2
114 end 1241989886 null
41 start 1241989920 Don't_Starve_Together
85 end 1241989998 null
85 start 1241990040 Grand_Theft_Auto_V
85 end 1241990059 null
42 end 1241990232 null
55 end 1241990496 null
105 end 1241990607 null
39 end 1241990957 null
113 end 1241991201 null
43 end 1241991262 null
7 start 1241992080 Garry's_Mod
58 end 1241992515 null
10 start 1241992800 Dota_2
10 end 1241992800 null
10 start 1241992860 Don't_Starve_Together
10 end 1241993235 null
7 end 1241993336 null
7 start 1241993340 PLAYERUNKNOWN'S_BATTLEGROUNDS
104 end 1241994750 null
82 end 1241994868 null
94 start 1241994900 Apex_Legends
94 end 1241995219 null
82 start 1241996100 Rust
82 end 1241997205 null
82 start 1241997300 Warframe
82 end 1241997960 null
82 start 1241997960 Terraria
82 end 1241999309 null
41 end 1242001248 null
82 start 1242001260 Dota_2
41 start 1242001260 Black_Desert
82 end 1242001314 null
82 start 1242001320 Rust
82 end 1242001338 null
41 end 1242001572 null
41 start 1242001920 Dota_2
82 start 1242002040 Dota_2
82 end 1242002072 null
10 start 1242005400 Counter-Strike:_Global_Offensive
7 end 1242006716 null
10 end 1242007168 null
10 start 1242007380 FINAL_FANTASY_XIV_Online
10 end 1242007415 null
41 end 1242013335 null
41 start 1242013620 Destiny_2
41 end 1242017376 null
115 start 1242029520 Dota_2
43 start 1242030000 PLAYERUNKNOWN'S_BATTLEGROUNDS
115 end 1242031274 null
115 start 1242031320 Counter-Strike:_Global_Offensive
43 end 1242031439 null
43 start 1242031440 Black_Desert
115 end 1242031839 null
115 start 1242031860 Terraria
58 start 1242032460 Dota_2
58 end 1242034130 null
113 start 1242034380 Total_War:_WARHAMMER_II
30 start 1242034440 Terraria
115 end 1242034572 null
115 start 1242034620 Tom_Clancy's_Rainbow_Six_Siege
115 end 1242034669 null
105 start 1242035280 PLAYERUNKNOWN'S_BATTLEGROUNDS
84 start 1242036300 Dota_2
115 start 1242036540 Counter-Strike:_Global_Offensive
56 start 1242036840 Dota_2
80 start 1242037260 Apex_Legends
115 end 1242039320 null
112 start 1242039540 PLAYERUNKNOWN'S_BATTLEGROUNDS
30 end 1242039974 null
10 start 1242040920 PLAYERUNKNOWN'S_BATTLEGROUNDS
82 start 1242041580 PLAYERUNKNOWN'S_BATTLEGROUNDS
82 end 1242042064 null
10 end 1242044357 null
10 start 1242044520 Dota_2
43 end 1242044586 null
43 start 1242044640 PLAYERUNKNOWN'S_BATTLEGROUNDS
112 end 1242044664 null
105 end 1242044710 null
94 start 1242045000 Dota_2
43 end 1242045003 null
43 start 1242045120 Left_4_Dead_2
43 end 1242045147 null
53 start 1242046740 Apex_Legends
84 end 1242047087 null
53 end 1242047160 null
53 start 1242047220 Unturned
82 start 1242047520 Warframe
82 end 1242047528 null
10 end 1242047989 null
10 start 1242048060 Dota_2
94 end 1242048069 null
54 start 1242048300 Dota_2
10 end 1242048302 null
39 start 1242048840 Dota_2
53 end 1242049227 null
53 start 1242049260 Dota_2
53 end 1242049271 null
13 start 1242049500 Sid_Meier's_Civilization_VI
113 end 1242049849 null
113 start 1242049920 Apex_Legends
82 start 1242050040 Dota_2
54 end 1242050549 null
113 end 1242050579 null
113 start 1242050580 Dota_2
54 start 1242050580 Counter-Strike:_Global_Offensive
30 start 1242050640 Sid_Meier's_Civilization_VI
7 start 1242050700 Rust
30 end 1242050719 null
56 end 1242050875 null
41 start 1242051000 Dead_by_Daylight
39 end 1242051025 null
39 start 1242051060 Dota_2
42 start 1242051420 Sid_Meier's_Civilization_VI
53 start 1242051540 Monster_Hunter:_World
82 end 1242051984 null
82 start 1242052080 PLAYERUNKNOWN'S_BATTLEGROUNDS
41 end 1242052554 null
39 end 1242052602 null
41 start 1242052800 Dota_2
41 end 1242052854 null
53 end 1242052869 null
43 start 1242053040 Dota_2
116 start 1242053100 Black_Desert
116 end 1242053240 null
116 start 1242053280 PLAYERUNKNOWN'S_BATTLEGROUNDS
43 end 1242053327 null
43 start 1242053340 Grand_Theft_Auto_V
55 start 1242053640 Counter-Strike:_Global_Offensive
82 end 1242053647 null
43 end 1242053841 null
116 end 1242054591 null
