id action timestamp AMIID
27 start 12720 2
17 start 12900 2
25 end 12960 null
16 end 13020 null
24 start 13320 1
4 end 13380 null
14 end 13440 null
7 end 13500 null
29 end 13680 null
9 end 13860 null
3 end 14160 null
8 end 14220 null
16 start 14400 1
3 start 14640 1
9 start 14880 3
18 end 15120 null
20 end 15180 null
13 start 15720 3
23 start 15780 3
16 end 15900 null
15 start 15960 2
20 start 16020 2
13 end 16080 null
6 start 16140 3
10 start 16200 1
7 start 16320 3
23 end 16560 null
1 start 16620 1
22 end 16680 null
5 start 16920 1
28 start 16980 1
20 end 17100 null
17 end 17280 null
14 start 17340 2
18 start 17400 2
10 end 17520 null
9 end 17640 null
11 start 17820 1
15 end 17880 null
14 end 17940 null
3 end 18000 null
5 end 18060 null
15 start 18300 2
27 end 18540 null
15 end 18600 null
14 start 18720 3
1 end 18840 null
22 start 18900 2
4 start 18960 1
12 start 19020 2
25 start 19320 3
12 end 19380 null
23 start 19500 3
4 end 19680 null
6 end 19740 null
5 start 19800 3
22 end 20100 null
20 start 20160 2
26 start 20220 3
22 start 20280 2
3 start 20400 3
3 end 20580 null
27 start 20700 1
29 start 20760 1
8 start 20820 2
16 start 20940 2
11 end 21120 null
17 start 21360 1
24 end 21600 null
17 end 21720 null
8 end 21780 null
15 start 21840 3
3 start 22140 3
12 start 22260 2
3 end 22320 null
9 start 22380 2
12 end 22440 null
10 start 22500 2
12 start 22620 1
20 end 22740 null
5 end 22920 null
3 start 22980 1
12 end 23100 null
21 end 23220 null
20 start 23280 3
21 start 23340 3
10 end 23520 null
27 end 23640 null
25 end 23700 null
10 start 23760 3
17 start 23820 3
29 end 23940 null
18 end 24060 null
19 start 24360 3
28 end 24420 null
13 start 24600 2
2 end 24660 null
20 end 24720 null
8 start 24780 2
16 end 24900 null
9 end 24960 null
5 start 25140 3
10 end 25440 null
3 end 25500 null
6 start 25560 1
9 start 25620 3
2 start 25740 1
3 start 25920 3
28 start 25980 2
12 start 26160 2
13 end 26280 null
22 end 26400 null
26 end 26520 null
7 end 26640 null
2 end 26760 null
23 end 26940 null
7 start 27240 2
13 start 27360 3
15 end 27420 null
28 end 27540 null
4 start 27600 3
27 start 27660 2
2 start 27720 1
23 start 27900 3
8 end 28020 null
28 start 28260 2
8 start 28440 1
26 start 28560 3
12 end 28620 null
28 end 28680 null
17 end 28800 null
7 end 28860 null
25 start 29040 2
26 end 29160 null
6 end 29280 null
8 end 29340 null
16 start 29400 2
20 start 29640 1
9 end 29700 null
22 start 29940 2
3 end 30060 null
28 start 30120 1
3 start 30240 2
13 end 30300 null
29 start 30480 2
13 start 30540 3
20 end 30660 null
29 end 30780 null
5 end 31200 null
3 end 31260 null
2 end 31320 null
9 start 31380 2
11 start 31500 1
20 start 31860 2
2 start 31980 3
4 end 32040 null
14 end 32280 null
13 end 32460 null
21 end 32520 null
28 end 32640 null
13 start 32700 3
15 start 32760 3
28 start 32940 2
12 start 33000 1
7 start 33120 1
2 end 33180 null
13 end 33300 null
1 start 33480 2
24 start 33540 3
25 end 33780 null
5 start 33900 1
10 start 33960 1
2 start 34020 2
4 start 34080 2
25 start 34260 1
20 end 34320 null
9 end 34380 null
11 end 34440 null
1 end 34500 null
20 start 34740 3
25 end 35040 null
12 end 35100 null
15 end 35340 null
12 start 35400 2
7 end 35460 null
25 start 35520 2
28 end 36060 null
28 start 36120 2
6 start 36360 1
22 end 36420 null
10 end 36480 null
10 start 36540 2
4 end 36600 null
8 start 36900 2
10 end 37020 null
8 end 37080 null
9 start 37380 1
12 end 37440 null
28 end 37500 null
3 start 37560 1
20 end 37800 null
12 start 37860 1
24 end 37920 null
21 start 37980 3
23 end 38040 null
9 end 38160 null
28 start 38280 2
2 end 38400 null
27 end 38580 null
4 start 38640 3
21 end 38760 null
22 start 38820 1
11 start 38880 1
7 start 38940 3
18 start 39000 3
14 start 39060 2
25 end 39120 null
29 start 39180 2
15 start 39420 1
1 start 39480 3
15 end 39540 null
25 start 39660 3
8 start 39720 1
2 start 39900 2
23 start 39960 1
27 start 40020 2
26 start 40080 3
21 start 40140 1
23 end 40320 null
10 start 40380 2
14 end 40500 null
25 end 40620 null
7 end 40680 null
14 start 40800 2
10 end 40860 null
12 end 40920 null
19 end 40980 null
11 end 41160 null
8 end 41220 null
9 start 41280 2
12 start 41400 2
13 start 41640 1
11 start 41700 1
16 end 42000 null
8 start 42120 2
17 start 42180 1
10 start 42360 3
8 end 42420 null
6 end 42540 null
16 start 42600 2
14 end 42660 null
1 end 42780 null
18 end 42840 null
5 end 42900 null
11 end 42960 null
1 start 43260 2
19 start 43380 1
20 start 43440 3
14 start 43560 2
11 start 43680 1
18 start 43800 1
15 start 43920 2
1 end 43980 null
27 end 44040 null
19 end 44160 null
4 end 44460 null
20 end 44520 null
5 start 44580 1
6 start 44640 3
4 start 44700 3
22 end 44940 null
11 end 45060 null
15 end 45120 null
9 end 45300 null
4 end 45420 null
11 start 45720 2
15 start 45780 1
29 end 45900 null
26 end 46200 null
1 start 46380 2
20 start 46620 1
26 start 46680 2
11 end 46740 null
16 end 46800 null
4 start 46860 2
22 start 46920 1
10 end 46980 null
18 end 47040 null
20 end 47100 null
11 start 47280 3
15 end 47400 null
15 start 47460 1
29 start 47580 2
23 start 47640 1
11 end 47700 null
1 end 47820 null
29 end 47880 null
1 start 47940 2
25 start 48000 3
10 start 48120 1
11 start 48240 1
6 end 48360 null
29 start 48420 2
5 end 48480 null
20 start 48600 3
2 end 48780 null
19 start 48900 3
1 end 48960 null
12 end 49020 null
9 start 49080 2
26 end 49200 null
19 end 49260 null
29 end 49440 null
10 end 49680 null
9 end 49740 null
13 end 49920 null
23 end 50220 null
15 end 50280 null
12 start 50340 1
29 start 50520 3
4 end 50580 null
25 end 50640 null
17 end 50760 null
29 end 50820 null
5 start 51060 3
14 end 51120 null
10 start 51240 3
28 end 51300 null
20 end 51480 null
17 start 51660 2
10 end 51780 null
19 start 51840 2
20 start 51960 1
15 start 52020 2
4 start 52260 3
6 start 52380 1
13 start 52500 2
22 end 52680 null
10 start 52800 1
7 start 52920 3
27 start 53100 2
14 start 53160 1
4 end 53220 null
2 start 53400 3
21 end 53580 null
9 start 53760 1
29 start 53940 2
26 start 54000 1
23 start 54060 2
2 end 54120 null
10 end 54300 null
29 end 54360 null
7 end 54420 null
29 start 54540 2
27 end 54720 null
9 end 54780 null
12 end 54900 null
9 start 55080 2
28 start 55140 1
27 start 55200 1
28 end 55260 null
9 end 55320 null
27 end 55380 null
26 end 55500 null
13 end 55680 null
19 end 55860 null
11 end 56040 null
5 end 56280 null
13 start 56400 2
22 start 56460 1
14 end 56520 null
18 start 56760 3
13 end 57000 null
7 start 57060 1
8 start 57180 1
17 end 57360 null
24 start 57420 1
16 start 57600 3
19 start 57660 1
23 end 57780 null
11 start 57840 1
3 end 58080 null
10 start 58260 2
19 end 58440 null
23 start 58500 1
15 end 58620 null
5 start 58680 2
10 end 58920 null
1 start 59280 1
7 end 59520 null
12 start 59820 2
9 start 59880 2
8 end 60000 null
12 end 60180 null
4 start 60300 1
12 start 60480 2
14 start 60540 2
18 end 60660 null
15 start 60780 3
24 end 60960 null
21 start 61020 2
21 end 61080 null
5 end 61200 null
21 start 61380 1
17 start 61500 3
26 start 61560 1
26 end 61620 null
1 end 61740 null
26 start 61800 2
22 end 61860 null
7 start 61920 2
10 start 61980 1
17 end 62100 null
20 end 62220 null
2 start 62340 3
9 end 62460 null
18 start 62520 2
25 start 62580 3
5 start 62880 1
23 end 63120 null
14 end 63180 null
8 start 63300 3
28 start 63360 3
15 end 63540 null
4 end 63840 null
4 start 63960 3
21 end 64020 null
9 start 64080 2
19 start 64140 1
22 start 64200 1
21 start 64260 1
5 end 64320 null
5 start 64380 3
5 end 64500 null
14 start 64560 3
2 end 64740 null
15 start 64800 1
12 end 64920 null
25 end 65100 null
6 end 65280 null
23 start 65400 3
6 start 65460 3
6 end 65580 null
23 end 65700 null
27 start 65820 2
20 start 66180 3
6 start 66300 1
7 end 66420 null
26 end 66480 null
22 end 66840 null
7 start 66900 2
25 start 66960 2
6 end 67200 null
16 end 67320 null
11 end 67380 null
8 end 67440 null
18 end 67620 null
13 start 67860 1
3 start 67980 3
23 start 68100 2
12 start 68220 1
29 end 68280 null
1 start 68460 2
27 end 68640 null
17 start 68700 1
4 end 69000 null
27 start 69180 2
9 end 69240 null
16 start 69420 1
7 end 69480 null
19 end 69660 null
11 start 69720 1
6 start 69840 1
2 start 69900 2
13 end 70320 null
9 start 70440 1
14 end 70500 null
9 end 70620 null
12 end 70680 null
25 end 70740 null
24 start 70980 3
7 start 71040 3
26 start 71220 3
10 end 71280 null
25 start 71400 1
2 end 71580 null
8 start 71640 1
13 start 71760 2
26 end 71880 null
26 start 72480 2
23 end 72660 null
22 start 72780 3
16 end 72840 null
28 end 73080 null
11 end 73200 null
1 end 73320 null
13 end 73440 null
1 start 73620 3
18 start 73980 3
25 end 74160 null
25 start 74340 1
25 end 74580 null
1 end 74640 null
19 start 74700 3
17 end 74880 null
4 start 74940 3
29 start 75000 3
24 end 75060 null
27 end 75300 null
10 start 75360 3
14 start 75600 3
9 start 75840 2
13 start 75900 1
12 start 75960 3
2 start 76080 3
7 end 76140 null
15 end 76200 null
23 start 76440 1
29 end 76500 null
26 end 76560 null
27 start 76680 1
29 start 76800 3
9 end 76920 null
17 start 77160 2
24 start 77220 2
26 start 77280 2
25 start 77640 3
27 end 77700 null
11 start 77940 3
21 end 78060 null
6 end 78120 null
20 end 78300 null
23 end 78540 null
21 start 78780 3
13 end 78960 null
28 start 79020 2
22 end 79080 null
16 start 79140 2
7 start 79440 2
23 start 79680 2
5 start 79800 1
16 end 79860 null
16 start 80040 1
13 start 80100 1
3 end 80160 null
18 end 80220 null
17 end 80280 null
20 start 80340 2
16 end 80520 null
17 start 80580 3
15 start 80700 3
16 start 80760 2
19 end 80880 null
20 end 80940 null
9 start 81060 1
27 start 81180 2
12 end 81300 null
24 end 81360 null
18 start 81600 2
9 end 81660 null
17 end 81720 null
29 end 81780 null
9 start 81900 2
9 end 81960 null
18 end 82140 null
9 start 82200 1
11 end 82260 null
16 end 82440 null
15 end 82560 null
11 start 82740 1
23 end 82920 null
6 start 82980 1
7 end 83040 null
23 start 83100 1
9 end 83160 null
28 end 83220 null
13 end 83280 null
24 start 83340 3
8 end 83400 null
13 start 83460 1
4 end 83520 null
24 end 83700 null
6 end 83760 null
1 start 83940 1
28 start 84000 2
17 start 84060 1
25 end 84120 null
17 end 84420 null
24 start 84540 3
17 start 84900 2
13 end 84960 null
2 end 85020 null
17 end 85140 null
22 start 85260 1
23 end 85380 null
9 start 85560 1
28 end 85620 null
20 start 85680 3
14 end 85740 null
14 start 85920 2
15 start 85980 3
7 start 86040 3
6 start 86280 1
23 start 86460 1
11 end 86520 null
16 start 86580 1
15 end 86760 null
4 start 87120 2
17 start 87180 1
5 end 87300 null
22 end 87360 null
6 end 87660 null
18 start 87960 3
24 end 88020 null
13 start 88140 1
18 end 88260 null
26 end 88320 null
25 start 88440 1
11 start 88800 1
15 start 88920 2
11 end 89100 null
17 end 89160 null
29 start 89220 2
23 end 89340 null
22 start 89580 2
12 start 89640 3
19 start 89760 2
12 end 89820 null
5 start 89880 2
16 end 90000 null
29 end 90060 null
3 start 90120 2
18 start 90300 2
26 start 90480 1
12 start 90600 3
4 end 90660 null
24 start 90780 2
15 end 90840 null
4 start 90960 1
12 end 91080 null
9 end 91140 null
23 start 91380 2
18 end 91440 null
18 start 91500 1
21 end 91560 null
28 start 91680 2
8 start 91860 2
22 end 91920 null
9 start 91980 1
20 end 92040 null
7 end 92100 null
4 end 92160 null
21 start 92400 2
12 start 92460 3
11 start 92580 2
7 start 92940 3
16 start 93000 1
1 end 93060 null
28 end 93120 null
15 start 93240 1
19 end 93360 null
26 end 93420 null
25 end 93480 null
6 start 93600 2
24 end 93780 null
2 start 93840 3
16 end 93900 null
26 start 93960 2
27 end 94080 null
8 end 94140 null
17 start 94200 1
7 end 94380 null
16 start 94620 2
4 start 94680 2
25 start 94740 1
1 start 94920 2
18 end 94980 null
12 end 95040 null
17 end 95160 null
4 end 95220 null
16 end 95460 null
9 end 95520 null
22 start 95760 1
28 start 95940 3
4 start 96000 3
14 end 96060 null
5 end 96120 null
12 start 96180 1
21 end 96300 null
20 start 96480 3
22 end 96780 null
1 end 96840 null
27 start 96900 1
16 start 96960 2
20 end 97020 null
28 end 97140 null
2 end 97200 null
2 start 97260 1
19 start 97320 3
17 start 97680 1
14 start 97800 3
19 end 97860 null
21 start 98100 3
19 start 98160 2
22 start 98220 2
6 end 98280 null
27 end 98340 null
28 start 98520 1
9 start 98700 3
16 end 98940 null
1 start 99060 2
26 end 99120 null
6 start 99240 3
8 start 99300 3
20 start 99420 2
9 end 99480 null
9 start 99600 3
1 end 99720 null
8 end 99840 null
27 start 100140 2
18 start 100200 1
16 start 100260 3
14 end 100380 null
22 end 100440 null
9 end 100560 null
26 start 100620 3
23 end 100680 null
24 start 100800 2
7 start 100860 1
18 end 100920 null
28 end 100980 null
6 end 101040 null
3 end 101160 null
18 start 101220 1
14 start 101340 1
12 end 101400 null
2 end 101460 null
21 end 101520 null
25 end 101580 null
7 end 101820 null
23 start 101940 2
17 end 102180 null
27 end 102480 null
8 start 102600 1
1 start 102660 2
5 start 102720 2
16 end 102780 null
8 end 102840 null
3 start 103080 3
9 start 103200 2
7 start 103260 1
23 end 103320 null
22 start 103440 1
25 start 103560 2
4 end 103680 null
25 end 103740 null
17 start 103800 1
27 start 103860 1
20 end 103980 null
19 end 104100 null
6 start 104280 2
9 end 104340 null
27 end 104520 null
26 end 104580 null
19 start 104640 2
6 end 104820 null
3 end 104880 null
17 end 104940 null
24 end 105000 null
25 start 105120 3
25 end 105180 null
7 end 105240 null
29 start 105300 2
17 start 105360 2
21 start 105540 3
28 start 105600 3
26 start 105660 2
8 start 105900 3
17 end 105960 null
4 start 106020 1
23 start 106080 2
16 start 106200 2
20 start 106260 3
22 end 106320 null
28 end 106380 null
3 start 106560 2
1 end 106740 null
22 start 106860 2
2 start 107100 2
20 end 107160 null
15 end 107280 null
20 start 107460 3
12 start 107520 3
5 end 107580 null
15 start 107640 1
3 end 107760 null
19 end 107820 null
12 end 107880 null
9 start 107940 1
7 start 108000 3
1 start 108360 3
1 end 108840 null
25 start 109080 1
8 end 109200 null
17 start 109320 1
2 end 109440 null
27 start 109500 3
11 end 109560 null
28 start 109620 2
27 end 109680 null
6 start 109860 1
15 end 110100 null
9 end 110160 null
20 end 110220 null
16 end 110580 null
21 end 110760 null
27 start 110940 1
22 end 111000 null
19 start 111480 2
12 start 111780 2
10 end 111960 null
22 start 112020 2
5 start 112260 1
24 start 112320 3
2 start 112380 1
3 start 112740 2
9 start 112800 3
23 end 112860 null
20 start 113100 3
28 end 113160 null
15 start 113220 3
14 end 113340 null
19 end 113400 null
1 start 113460 3
14 start 113520 1
3 end 113580 null
25 end 113700 null
22 end 113760 null
11 start 113820 3
19 start 113880 2
29 end 113940 null
21 start 114000 2
7 end 114060 null
1 end 114120 null
26 end 114180 null
24 end 114240 null
22 start 114300 2
19 end 114360 null
27 end 114600 null
16 start 114720 3
11 end 114780 null
20 end 114900 null
24 start 114960 3
18 end 115080 null
16 end 115380 null
13 end 115500 null
16 start 115560 1
18 start 115620 2
17 end 115860 null
13 start 115920 1
7 start 116040 1
23 start 116100 3
4 end 116280 null
22 end 116340 null
19 start 116460 1
25 start 116640 1
9 end 116760 null
15 end 116820 null
22 start 117000 1
5 end 117120 null
17 start 117180 2
16 end 117300 null
15 start 117420 1
10 start 117480 1
2 end 117600 null
17 end 117660 null
8 start 117840 1
4 start 117960 3
18 end 118140 null
9 start 118320 1
2 start 118740 2
9 end 118800 null
11 start 118920 1
4 end 119040 null
7 end 119340 null
16 start 119400 2
6 end 119520 null
5 start 119640 3
15 end 119820 null
14 end 120000 null
18 start 120060 3
27 start 120300 2
22 end 120360 null
24 end 120480 null
3 start 120900 2
2 end 120960 null
17 start 121020 3
3 end 121140 null
6 start 121260 1
9 start 121440 2
20 start 121500 3
5 end 121560 null
6 end 121680 null
4 start 121740 2
10 end 121860 null
10 start 121920 1
1 start 122040 3
20 end 122100 null
3 start 122220 3
19 end 122280 null
5 start 122400 3
22 start 122460 1
6 start 122580 1
12 end 122700 null
2 start 122760 3
18 end 122820 null
11 end 122940 null
10 end 123420 null
6 end 123600 null
8 end 123660 null
4 end 123720 null
25 end 123840 null
4 start 123900 1
11 start 124020 3
14 start 124080 3
17 end 124200 null
11 end 124260 null
10 start 124380 3
1 end 124440 null
27 end 124500 null
1 start 124740 2
20 start 124800 3
5 end 124860 null
21 end 124980 null
24 start 125040 2
17 start 125160 1
29 start 125220 2
20 end 125460 null
23 end 125640 null
11 start 125820 2
27 start 125880 2
16 end 126060 null
4 end 126120 null
28 start 126420 2
10 end 126600 null
8 start 126720 1
14 end 126840 null
8 end 126900 null
24 end 127140 null
21 start 127320 3
24 start 127620 2
3 end 127740 null
19 start 127860 1
29 end 127920 null
7 start 127980 2
20 start 128160 3
13 end 128220 null
16 start 128280 1
27 end 128340 null
12 start 128460 3
25 start 128520 2
23 start 128580 2
2 end 128820 null
2 start 129000 1
27 start 129060 1
22 end 129120 null
22 start 129180 3
9 end 129420 null
9 start 129480 3
23 end 129600 null
6 start 129780 3
14 start 130140 3
24 end 130260 null
2 end 130440 null
14 end 130560 null
6 end 130680 null
14 start 130740 3
2 start 130800 2
21 end 130860 null
17 end 130980 null
20 end 131100 null
29 start 131280 3
24 start 131400 2
24 end 131460 null
2 end 131520 null
8 start 131580 3
17 start 131640 3
29 end 131760 null
16 end 131940 null
14 end 132000 null
6 start 132060 1
12 end 132120 null
4 start 132240 2
20 start 132360 1
26 start 132720 3
25 end 132960 null
13 start 133080 2
19 end 133200 null
28 end 133320 null
5 start 133380 2
10 start 133500 3
21 start 133560 3
23 start 133680 2
28 start 133800 2
2 start 133860 2
11 end 134040 null
4 end 134100 null
18 start 134160 2
8 end 134220 null
15 start 134280 1
3 start 134640 2
22 end 134700 null
11 start 134940 3
16 start 135060 1
22 start 135120 3
10 end 135300 null
25 start 135420 1
2 end 135540 null
28 end 135660 null
10 start 135780 2
21 end 135960 null
27 end 136200 null
28 start 136260 1
11 end 136380 null
14 start 136440 1
3 end 136620 null
17 end 136740 null
9 end 136800 null
14 end 136860 null
10 end 136980 null
6 end 137100 null
5 end 137160 null
29 start 137280 3
12 start 137700 1
27 start 137940 2
3 start 138240 1
1 end 138600 null
12 end 138660 null
6 start 138720 2
26 end 138900 null
2 start 138960 3
19 start 139080 1
2 end 139260 null
7 end 139320 null
9 start 139380 1
21 start 139560 1
17 start 139620 2
26 start 139680 1
27 end 139740 null
20 end 139920 null
2 start 139980 3
6 end 140160 null
27 start 140280 1
16 end 140400 null
25 end 140460 null
16 start 140640 2
4 start 140700 3
18 end 140880 null
26 end 140940 null
7 start 141000 1
19 end 141120 null
17 end 141180 null
13 end 141240 null
29 end 141300 null
1 start 141360 1
15 end 141420 null
1 end 141540 null
16 end 141600 null
18 start 141660 3
5 start 141780 1
22 end 141840 null
16 start 141960 3
14 start 142200 1
5 end 142440 null
14 end 142500 null
25 start 142560 1
24 start 142740 2
1 start 142800 3
17 start 142920 1
9 end 142980 null
13 start 143160 3
25 end 143280 null
17 end 143340 null
23 end 143460 null
9 start 143520 1
3 end 143640 null
24 end 143760 null
5 start 144060 2
26 start 144120 2
26 end 144240 null
14 start 144300 2
27 end 144360 null
3 start 144480 3
4 end 144540 null
23 start 144600 2
7 end 144660 null
29 start 144780 3
7 start 144840 3
28 end 145020 null
21 end 145200 null
2 end 145380 null
28 start 145500 3
4 start 145620 3
27 start 145680 3
5 end 145740 null
6 start 145800 2
2 start 145920 3
10 start 145980 3
7 end 146040 null
14 end 146220 null
29 end 146280 null
14 start 146400 1
17 start 146580 2
19 start 146640 1
6 end 146700 null
5 start 146760 3
2 end 146880 null
26 start 147000 3
14 end 147060 null
15 start 147120 2
20 start 147300 3
26 end 147360 null
20 end 147420 null
11 start 147540 3
3 end 147600 null
20 start 147660 2
9 end 147720 null
6 start 147840 3
12 start 148020 2
5 end 148140 null
1 end 148200 null
24 start 148380 1
5 start 148500 2
12 end 148560 null
22 start 148920 1
23 end 148980 null
19 end 149040 null
1 start 149160 1
24 end 149280 null
17 end 149340 null
15 end 149520 null
20 end 149580 null
12 start 149640 1
1 end 149700 null
27 end 149760 null
4 end 149820 null
1 start 150000 2
12 end 150060 null
12 start 150300 3
1 end 150540 null
13 end 150600 null
22 end 150780 null
1 start 150900 3
1 end 150960 null
24 start 151140 2
22 start 151200 2
29 start 151320 2
8 start 151380 3
10 end 151620 null
29 end 151800 null
8 end 151920 null
22 end 152040 null
20 start 152220 2
29 start 152340 3
6 end 152400 null
25 start 152520 3
3 start 152640 1
5 end 152700 null
18 end 152760 null
22 start 152820 2
22 end 152880 null
27 start 152940 2
13 start 153000 2
22 start 153180 2
19 start 153240 2
21 start 153300 3
2 start 153420 2
1 start 153480 1
12 end 153540 null
20 end 153780 null
19 end 153900 null
9 start 153960 1
14 start 154080 2
9 end 154140 null
10 start 154320 1
18 start 154440 3
1 end 154500 null
27 end 154680 null
15 start 154800 2
10 end 154920 null
19 start 154980 1
4 start 155040 1
9 start 155100 2
19 end 155220 null
12 start 155340 3
16 end 155520 null
14 end 155580 null
23 start 155640 2
7 start 155700 3
6 start 155820 1
21 end 155880 null
3 end 155940 null
7 end 156000 null
8 start 156060 1
15 end 156180 null
11 end 156300 null
22 end 156360 null
19 start 156420 3
23 end 156600 null
9 end 156660 null
14 start 156840 1
24 end 156900 null
9 start 156960 3
11 start 157200 2
24 start 157500 3
7 start 157560 1
11 end 157800 null
29 end 157860 null
13 end 157920 null
23 start 157980 2
12 end 158160 null
17 start 158220 1
7 end 158460 null
23 end 158580 null
14 end 158700 null
26 start 158760 2
24 end 159120 null
24 start 159180 1
23 start 159240 3
29 start 159300 2
16 start 159360 1
4 end 159540 null
8 end 159720 null
24 end 159840 null
2 end 159900 null
10 start 160020 3
27 start 160260 1
24 start 160320 2
10 end 160440 null
16 end 160500 null
9 end 160740 null
24 end 160860 null
21 start 160920 3
5 start 161340 1
22 start 161580 2
14 start 161760 1
12 start 162300 3
16 start 162420 3
29 end 162540 null
4 start 162600 1
3 start 162660 3
28 end 162720 null
17 end 162840 null
13 start 163020 1
9 start 163140 1
27 end 163260 null
15 start 163380 1
25 end 163500 null
9 end 164100 null
1 start 164160 1
1 end 164280 null
16 end 164400 null
11 start 164700 1
21 end 164760 null
22 end 164820 null
10 start 164940 3
28 start 165060 1
28 end 165120 null
14 end 165240 null
17 start 165420 1
15 end 165540 null
28 start 165600 1
23 end 165720 null
6 end 165840 null
21 start 165900 3
20 start 165960 3
15 start 166440 2
25 start 166680 1
6 start 166740 3
20 end 166920 null
17 end 166980 null
16 start 167220 1
11 end 167460 null
29 start 167640 2
28 end 167940 null
1 start 168000 3
21 end 168060 null
9 start 168120 2
1 end 168240 null
19 end 168300 null
16 end 168360 null
17 start 168540 3
12 end 168600 null
5 end 168780 null
7 start 168840 3
4 end 168900 null
22 start 169140 1
17 end 169440 null
24 start 169560 2
2 start 169740 3
20 start 169860 2
5 start 169980 1
14 start 170160 1
18 end 170220 null
19 start 170520 3
5 end 170580 null
27 start 170640 2
17 start 170880 2
9 end 170940 null
14 end 171060 null
4 start 171120 1
20 end 171240 null
7 end 171360 null
6 end 171420 null
8 start 171480 2
8 end 171600 null
5 start 171840 2
6 start 171900 2
29 end 171960 null
19 end 172020 null
17 end 172080 null
23 start 172260 2
23 end 172320 null
28 start 172440 2
8 start 172500 2
20 start 172620 3
8 end 172740 null
17 start 172800 2
25 end 172860 null
22 end 172920 null
4 end 173160 null
19 start 173280 1
17 end 173460 null
2 end 173520 null
17 start 173580 3
27 end 173700 null
8 start 173760 1
27 start 174000 2
8 end 174180 null
4 start 174240 2
11 start 174420 1
7 start 174600 3
7 end 174780 null
21 start 175020 3
29 start 175080 3
21 end 175140 null
28 end 175260 null
23 start 175320 2
22 start 175440 1
11 end 175500 null
13 end 175560 null
7 start 175620 3
24 end 175680 null
11 start 175740 2
9 start 175860 3
20 end 175920 null
5 end 176100 null
2 start 176280 3
8 start 176580 1
16 start 176640 1
12 start 176880 2
3 end 177120 null
9 end 177180 null
6 end 177300 null
20 start 177360 2
12 end 177540 null
9 start 177660 2
20 end 177840 null
24 start 177960 2
14 start 178140 1
28 start 178380 3
14 end 178560 null
4 end 178680 null
19 end 178740 null
2 end 178800 null
24 end 178980 null
18 start 179100 3
22 end 179160 null
13 start 179280 1
12 start 179460 2
28 end 179580 null
24 start 179640 3
17 end 179760 null
12 end 180300 null
6 start 180360 1
2 start 180420 2
23 end 180480 null
14 start 180600 2
3 start 180660 3
4 start 180840 2
28 start 180900 2
7 end 181020 null
1 start 181080 1
10 end 181140 null
2 end 181200 null
1 end 181260 null
14 end 181500 null
2 start 181620 3
2 end 181740 null
1 start 181800 2
29 end 181920 null
29 start 181980 2
29 end 182160 null
2 start 182220 3
1 end 182280 null
8 end 182340 null
10 start 182580 3
10 end 182940 null
4 end 183180 null
23 start 183300 1
13 end 183480 null
26 end 183600 null
1 start 183660 1
2 end 183780 null
24 end 183840 null
20 start 183900 3
27 end 183960 null
3 end 184020 null
22 start 184080 3
4 start 184140 1
10 start 184200 3
14 start 184320 2
18 end 184560 null
17 start 184620 3
1 end 184860 null
25 start 185040 3
4 end 185160 null
26 start 185280 1
16 end 185340 null
10 end 185400 null
1 start 185520 2
7 start 185580 1
12 start 185640 3
27 start 185700 2
1 end 185940 null
15 end 186000 null
18 start 186060 1
